0,0,674.68
0,1,20.96
0,2,39.1
0,3,19.73
0,4,0.26
1,0,512.17
1,1,15.3
1,2,23.45
1,3,10.51
1,4,0.17
2,0,832.67
2,1,24.17
2,2,37.94
2,3,16.83
2,4,0.28
3,0,356.09
3,1,7.91
3,2,15.08
3,3,6.11
3,4,0.24
4,0,228.21
4,1,5.45
4,2,11.44
4,3,5.72
4,4,0.09
5,0,400.8
5,1,15.66
5,2,15.7
5,3,5.47
5,4,0.16
6,0,348.11
6,1,15.44
6,2,14.16
6,3,5.79
6,4,0.21
7,0,451.92
7,1,21.46
7,2,19.36
7,3,7.63
7,4,0.18
8,0,567.19
8,1,23.74
8,2,26.89
8,3,12.54
8,4,0.27
9,0,689.12
9,1,34
9,2,36.69
9,3,10.33
9,4,0.25
10,0,446.95
10,1,20.29
10,2,22.94
10,3,7.28
10,4,0.15
11,0,357.05
11,1,8.64
11,2,14.02
11,3,4.84
11,4,0.13
12,0,230.95
12,1,5.67
12,2,9.32
12,3,3.27
12,4,0.19
13,0,290.42
13,1,12.45
13,2,12.27
13,3,3.64
13,4,0.11
14,0,282.98
14,1,12.29
14,2,12.21
14,3,3.63
14,4,0.11
15,0,720.3
15,1,26.91
15,2,29.2
15,3,5.08
15,4,0.3
16,0,248.76
16,1,17.33
16,2,14.29
16,3,2.82
16,4,0.06
17,0,169.68
17,1,10.03
17,2,9.54
17,3,4.45
17,4,0.06
18,0,254.52
18,1,15.04
18,2,14.3
18,3,6.68
18,4,0.1
19,0,381.77
19,1,22.56
19,2,21.46
19,3,10.02
19,4,0.14
20,0,164.44
20,1,10.17
20,2,12.38
20,3,11.41
20,4,0.06
21,0,246.65
21,1,15.26
21,2,18.57
21,3,17.12
21,4,0.09
22,0,411.09
22,1,25.43
22,2,28.54
22,3,0.15
22,4,75.26
23,0,224.59
23,1,3.38
23,2,10.39
23,3,4.97
23,4,0.08
24,0,317.92
24,1,4.79
24,2,14.7
24,3,7.04
24,4,0.11
25,0,449.17
25,1,6.76
25,2,20.77
25,3,9.95
25,4,0.15
26,0,204.65
26,1,3.97
26,2,7.15
26,3,3.39
26,4,0.1
27,0,280.05
27,1,5.44
27,2,9.79
27,3,4.64
27,4,0.13
28,0,387.76
28,1,7.53
28,2,13.55
28,3,6.43
28,4,0.18
29,0,6.8
29,1,0
29,2,0
29,3,0
29,4,0
30,0,35.8
30,1,1
30,2,2
30,3,1.2
30,4,0.08
31,0,341.68
31,1,5.13
31,2,17.28
31,3,7.14
31,4,0.08
32,0,329.29
32,1,4.48
32,2,15.46
32,3,7.14
32,4,0.08
33,0,309.35
33,1,10.22
33,2,11.78
33,3,7.29
33,4,0.18
34,0,273.78
34,1,9.58
34,2,12.82
34,3,8.84
34,4,0.21
35,0,278.27
35,1,11.49
35,2,11.81
35,3,3.43
35,4,0.11
36,0,281.44
36,1,16.25
36,2,10.81
36,3,6.04
36,4,0.17
37,0,290.42
37,1,22.46
37,2,15.94
37,3,8.08
37,4,0.22
38,0,283.46
38,1,14.05
38,2,12.31
38,3,6.92
38,4,0.17
39,0,432.98
39,1,8.6
39,2,14.02
39,3,7.11
39,4,0.32
40,0,140.29
40,1,1.93
40,2,7.32
40,3,3.42
40,4,0.06
41,0,12.87
41,1,0.52
41,2,0.03
41,3,0.03
41,4,0.03
42,0,44.98
42,1,2.09
42,2,2.02
42,3,1.49
42,4,0.08
43,0,12.87
43,1,0.52
43,2,0.03
43,3,0.03
43,4,0.03
44,0,23.07
44,1,0.94
44,2,0.05
44,3,0.05
44,4,0.05
45,0,26.71
45,1,1.09
45,2,0.06
45,3,0.06
45,4,0.06
46,0,125.25
46,1,6.02
46,2,7.01
46,3,5.15
46,4,0.2
47,0,183.61
47,1,8.79
47,2,10.02
47,3,7.37
47,4,0.3
48,0,219.36
48,1,10.51
48,2,12.03
48,3,8.85
48,4,0.36
49,0,147.72
49,1,7.12
49,2,8.41
49,3,6.18
49,4,0.24
50,0,190.03
50,1,9.1
50,2,10.42
50,3,7.67
50,4,0.31
51,0,232.2
51,1,11.14
51,2,12.82
51,3,9.43
51,4,0.38
52,0,166.99
52,1,8.06
52,2,9.6
52,3,7.06
52,4,0.27
53,0,215.72
53,1,10.36
53,2,12.02
53,3,8.84
53,4,0.35
54,0,251.47
54,1,12.08
54,2,14.02
54,3,10.31
54,4,0.41
55,0,185.85
55,1,7.15
55,2,8.2
55,3,5.94
55,4,0.26
56,0,244
56,1,8.99
56,2,9.91
56,3,7.17
56,4,0.34
57,0,302.02
57,1,10.88
57,2,12.01
57,3,8.67
57,4,0.41
58,0,143.5
58,1,3.87
58,2,4.38
58,3,3.08
58,4,0.15
59,0,239.42
59,1,6.73
59,2,7.77
59,3,5.49
59,4,0.26
60,0,296.81
60,1,7.7
60,2,8.76
60,3,6.13
60,4,0.32
61,0,383.29
61,1,11.01
61,2,12.84
61,3,9.09
61,4,0.43
62,0,214.21
62,1,6.15
62,2,5.96
62,3,4.27
62,4,0.15
63,0,255.78
63,1,6.87
63,2,6.32
63,3,4.49
63,4,0.16
64,0,9.93
64,1,0.56
64,2,0.28
64,3,0.28
64,4,0.28
65,0,11.75
65,1,0.66
65,2,0.33
65,3,0.33
65,4,0.33
66,0,16.23
66,1,0.91
66,2,0.46
66,3,0.46
66,4,0.46
67,0,6.25
67,1,0.33
67,2,0.28
67,3,0.28
67,4,0.28
68,0,7.39
68,1,0.4
68,2,0.33
68,3,0.33
68,4,0.33
69,0,10.21
69,1,0.55
69,2,0.46
69,3,0.46
69,4,0.46
70,0,7.03
70,1,0.47
70,2,0.28
70,3,0.28
70,4,0.28
71,0,8.32
71,1,0.56
71,2,0.33
71,3,0.33
71,4,0.33
72,0,11.49
72,1,0.78
72,2,0.46
72,3,0.46
72,4,0.46
73,0,121.86
73,1,0.27
73,2,0.17
73,3,0.17
73,4,0.17
74,0,94.95
74,1,0.24
74,2,0.16
74,3,0.16
74,4,0.16
75,0,94.94
75,1,0.24
75,2,0.16
75,3,0.16
75,4,0.16
76,0,185.34
76,1,4.36
76,2,4.45
76,3,3.26
76,4,0.15
77,0,331.17
77,1,4.98
77,2,14.73
77,3,13.91
77,4,0.16
78,0,397.98
78,1,5.49
78,2,15.01
78,3,14
78,4,0.2
79,0,481.11
79,1,6.03
79,2,18.89
79,3,15.91
79,4,0.22
80,0,255.51
80,1,3.67
80,2,7.44
80,3,6.68
80,4,0.12
81,0,270.9
81,1,4.16
81,2,7.7
81,3,6.74
81,4,0.14
82,0,231.44
82,1,3.21
82,2,3.63
82,3,2.65
82,4,0.14
83,0,235.43
83,1,3.33
83,2,3.59
83,3,2.64
83,4,0.15
84,0,102.38
84,1,0.14
84,2,0.04
84,3,0.04
84,4,0.04
85,0,103.85
85,1,0.16
85,2,0.04
85,3,0.04
85,4,0.04
86,0,128.21
86,1,0.07
86,2,0.08
86,3,0
86,4,0
87,0,150.85
87,1,3.59
87,2,3.57
87,3,2.62
87,4,0.13
88,0,398.19
88,1,5.67
88,2,12.77
88,3,11.38
88,4,0.2
89,0,85.73
89,1,1.99
89,2,1.82
89,3,1.31
89,4,0.05
90,0,160.14
90,1,2.71
90,2,7.14
90,3,5.25
90,4,0.07
91,0,121.64
91,1,2.25
91,2,4.02
91,3,3.01
91,4,0.08
92,0,197.45
92,1,3.49
92,2,6.87
92,3,5.16
92,4,0.13
93,0,100.99
93,1,1.54
93,2,1.77
93,3,1.3
93,4,0.06
94,0,156.14
94,1,2.05
94,2,2.36
94,3,1.74
94,4,0.1
95,0,205.26
95,1,3.2
95,2,5.45
95,3,3.65
95,4,0.1
96,0,311.39
96,1,4.65
96,2,7.46
96,3,4.71
96,4,0.13
97,0,237.89
97,1,3.22
97,2,5.47
97,3,3.66
97,4,0.11
98,0,429.95
98,1,5.42
98,2,9.76
98,3,6.47
98,4,0.19
99,0,116.36
99,1,2.05
99,2,3.7
99,3,2.25
99,4,0.07
100,0,209.39
100,1,3.58
100,2,6.81
100,3,4.07
100,4,0.12
101,0,457.94
101,1,24.43
101,2,22.65
101,3,11.56
101,4,0.17
102,0,524.69
102,1,19.54
102,2,23.16
102,3,14.78
102,4,0.19
103,0,671.06
103,1,14.99
103,2,33.48
103,3,14.12
103,4,0.21
104,0,834.36
104,1,27.37
104,2,45.18
104,3,17
104,4,0.27
105,0,641.36
105,1,39.47
105,2,31.51
105,3,9.54
105,4,0.26
106,0,622.25
106,1,31.49
106,2,34.65
106,3,15.55
106,4,0.24
107,0,634.71
107,1,22.44
107,2,39.21
107,3,20.46
107,4,0.2
108,0,443.4
108,1,25.63
108,2,17.3
108,3,4.01
108,4,0.19
109,0,517.98
109,1,11.97
109,2,24.53
109,3,6.01
109,4,0.18
110,0,252.29
110,1,8.48
110,2,13.09
110,3,7.53
110,4,0.09
111,0,378.43
111,1,12.72
111,2,19.63
111,3,11.3
111,4,0.14
112,0,109.56
112,1,0
112,2,0
112,3,0
112,4,0
113,0,151.36
113,1,0
113,2,0
113,3,0
113,4,0
114,0,217.36
114,1,0
114,2,0
114,3,0
114,4,0
115,0,129.48
115,1,0
115,2,0
115,3,0
115,4,0
116,0,178.88
116,1,0
116,2,0
116,3,0
116,4,0
117,0,256.88
117,1,0
117,2,0
117,3,0
117,4,0
118,0,99.6
118,1,0
118,2,0
118,3,0
118,4,0
119,0,137.6
119,1,0
119,2,0
119,3,0
119,4,0
120,0,197.6
120,1,0
120,2,0
120,3,0
120,4,0
121,0,119.52
121,1,0
121,2,0
121,3,0
121,4,0
122,0,165.12
122,1,0
122,2,0
122,3,0
122,4,0
123,0,237.12
123,1,0
123,2,0
123,3,0
123,4,0
124,0,138.76
124,1,1.52
124,2,1.75
124,3,1.28
124,4,0.05
125,0,151.56
125,1,1.52
125,2,1.75
125,3,1.28
125,4,0.05
126,0,145.16
126,1,1.52
126,2,1.75
126,3,1.28
126,4,0.05
127,0,0.99
127,1,0
127,2,0
127,3,0
127,4,0
128,0,0
128,1,0
128,2,0
128,3,0
128,4,0
129,0,81.18
129,1,0.52
129,2,5.57
129,3,1.78
129,4,0.47
130,0,54.89
130,1,0.26
130,2,0.49
130,3,0.15
130,4,0.04
131,0,8.07
131,1,0.03
131,2,0.01
131,3,0.01
131,4,0.01
132,0,17.13
132,1,0.51
132,2,0.36
132,3,0.08
132,4,0.01
133,0,11.23
133,1,0.08
133,2,23.45
133,3,0
133,4,0.01
134,0,86.4
134,1,0
134,2,0
134,3,0
134,4,0
135,0,51.03
135,1,3.06
135,2,3.99
135,3,2.89
135,4,0.01
136,0,45.08
136,1,1.47
136,2,1
136,3,0.22
136,4,0.04
137,0,72.25
137,1,0.65
137,2,0.02
137,3,0.02
137,4,0.02
